tweet_id,text,label,year
1.317825535280599e+18,"the united states shows more deaths than other countries, which the lamestream fake news media pounces on daily, because i’ve done a terrible job at managing this pandemic. no country in the world has done as bad as me! finally, i’m 1 in something! covid19 coronavirus trump",republican,2020
1.322189993851396e+18,this is lifelong trump mo. just keep crimes tied up in court and keep on grifting.,republican,2020
1.3217317723468186e+18,extraordinary! censorship twitter trump,republican,2020
1.3172808271563694e+18,morons in macon watching the biggest fidiot trump.,republican,2020
1.3175245921147003e+18,newt gingrich: trump's composure vs. guthrie's almost maniacal hostility at nbc's town hall tells us this rednationrising donaldtrump ⁦⁩,republican,2020
1.3193769364314767e+18,one has charisma and an electric personality. the other is trump. mrsparky v. mrsnarky,republican,2020
1.3249808511264973e+18,"i get it now, the longer this goes on, the less damage trump can do between now and january. well played nevada, well played. americadecides nevadahurryup nevadacount",republican,2020
1.3241111536566804e+18,democrats & election2020.... crowderelectionstream trump,republican,2020
1.322675387684528e+18,more of a man than you'll ever be trump foxnews,republican,2020
1.319465524334596e+18,trump missed his career as a stand up comedian. debates debate2020 debate,republican,2020
1.325563562807341e+18,"not just trump...anybody voicing support for him...anybody wearing the “wrong” hat...anybody with the “wrong” flag...anybody supporting the “wrong” business...basically, anybody to the right of mao. those that played the game can gf themselves if they think it’s kumbayatime.",republican,2020
1.3167543188303176e+18,"i ran 's image of a ""monster in america"" (this is what they are covering since all of trump's conspiracy theories are dropping like...well..flies) through my sophisticated image processing ai and this is the best i could do. and enhance! monsterhunter",republican,2020
1.323470392560943e+18,trump is a narcissistic maniac who must be stopped! bidenharris2020tosaveamerica,republican,2020
1.3248717718503383e+18,anybody want to remind about this tweet? election2020 donaldtrump trump2020 counteveryvote,republican,2020
1.3241709789062226e+18,more evidence of votersfraud in philadelphia pennsylvania jaquelineohara deleted her post and her instagram account. trump elections2020fraud electionfraud,republican,2020
1.318057258819965e+18,best freudian slip ever... maga trump cnn foxnews fox uspolitics maga2020 trumpkillsus uspolitics coronavirus corona,republican,2020
1.3237358188595896e+18,scenes when kanye comes in 2nd place behind donaldtrump trump2020 uselections2020,republican,2020
1.3233530680423342e+18,joebiden or donaldtrump - that‘s the question? usa usaelections uselections2020 democrats republicans electionday election cartoon doodle scribble politics uspresidentialelections2020 uspresident sketch drawing painting bigmouthbeissi,republican,2020
1.3229139255082107e+18,"30,000 covid cases can be tied to the ignorance, & selfishness of trump supporters. how do they live with themselves knowing that out of those 30,000 cases 700 people died because of them? we can not surive another 4 years of the trumpkillingfield votebluetoendthenightmare",republican,2020
1.320386958963708e+18,"most folks realize that trump isn't the ordinary bogyman. trump is a legit traitor filling government positions of power with nazis/white supremacist/sycophants who will crown him dictator if he gets a 2nd term. btw, black folks will be the red meat trump reward gives them",republican,2020
1.3239921736464056e+18,joe biden has taken the lead in michigan! biden michigan trump,republican,2020
